id,publication_year
https://openalex.org/W1000024071,2001
https://openalex.org/W1000024119,2006
https://openalex.org/W1000024148,2014
https://openalex.org/W1000024308,2000
https://openalex.org/W1000024337,2011
https://openalex.org/W1000024373,2004
https://openalex.org/W1000024404,1999
https://openalex.org/W1000024413,2015
https://openalex.org/W100002443,1984
https://openalex.org/W1000024536,2013
https://openalex.org/W100002459,2008
https://openalex.org/W1000024624,1992
https://openalex.org/W1000024696,2011
https://openalex.org/W1000024724,1996
https://openalex.org/W100002473,2000
https://openalex.org/W1000024770,2012
https://openalex.org/W1000024803,2013
https://openalex.org/W1000024819,2008
https://openalex.org/W100002483,2002
https://openalex.org/W100002485,1973
https://openalex.org/W100002487,2009
https://openalex.org/W1000024922,2010
https://openalex.org/W1000024961,2010
https://openalex.org/W1000024967,2008
https://openalex.org/W1000024984,2013
https://openalex.org/W1000024995,1998
https://openalex.org/W1000025135,2004
https://openalex.org/W1000025136,2008
https://openalex.org/W1000025177,2001
https://openalex.org/W1000025214,2008
https://openalex.org/W1000025277,2008
https://openalex.org/W100002529,2005
https://openalex.org/W100002544,2010
https://openalex.org/W1000025473,1983
https://openalex.org/W1000025490,2001
https://openalex.org/W100002552,2011
https://openalex.org/W1000025635,2005
https://openalex.org/W1000025655,2010
https://openalex.org/W1000025685,1996
https://openalex.org/W1000025696,1994
https://openalex.org/W1000025732,1991
https://openalex.org/W100002577,1919
https://openalex.org/W1000025857,2002
https://openalex.org/W1000025859,2013
https://openalex.org/W1000025866,2010
https://openalex.org/W1000025897,2012
https://openalex.org/W1000025954,2005
https://openalex.org/W1000025955,2005
https://openalex.org/W1000025959,2006
https://openalex.org/W1000025991,2013
https://openalex.org/W1000026022,2011
https://openalex.org/W100002604,2007
https://openalex.org/W1000026277,2014
https://openalex.org/W1000026291,2010
https://openalex.org/W1000026295,2011
https://openalex.org/W1000026383,2008
https://openalex.org/W1000026384,1986
https://openalex.org/W1000026460,2005
https://openalex.org/W1000026478,2012
https://openalex.org/W100002650,1986
https://openalex.org/W1000026562,2002
https://openalex.org/W1000026568,2001
https://openalex.org/W1000026579,2000
https://openalex.org/W1000026583,2007
https://openalex.org/W100002660,2005
https://openalex.org/W1000026613,2011
https://openalex.org/W1000026725,2008
https://openalex.org/W100002674,2011
https://openalex.org/W1000026752,2002
https://openalex.org/W1000026795,2002
https://openalex.org/W1000026847,2007
https://openalex.org/W1000026856,1996
https://openalex.org/W1000026908,1971
https://openalex.org/W1000026981,2013
https://openalex.org/W1000027011,2000
https://openalex.org/W1000027122,2007
https://openalex.org/W100002715,2003
https://openalex.org/W1000027200,2013
https://openalex.org/W1000027208,1985
https://openalex.org/W1000027214,2011
https://openalex.org/W1000027379,1919
https://openalex.org/W100002740,1988
https://openalex.org/W1000027407,2001
https://openalex.org/W1000027408,2011
https://openalex.org/W1000027419,2008
https://openalex.org/W100002745,2007
https://openalex.org/W1000027553,1998
https://openalex.org/W1000027570,1993
https://openalex.org/W1000027574,2008
https://openalex.org/W1000027591,1990
https://openalex.org/W1000027606,1986
https://openalex.org/W1000027608,2007
https://openalex.org/W1000027625,2003
https://openalex.org/W1000027661,2010
https://openalex.org/W1000027779,2004
https://openalex.org/W1000027869,2014
https://openalex.org/W1000027932,2008
https://openalex.org/W1000027996,2014
https://openalex.org/W1000028060,2000
https://openalex.org/W1000028134,2008
