id,publication_year
https://openalex.org/W100002815,2011
https://openalex.org/W1000028217,2002
https://openalex.org/W100002822,1998
https://openalex.org/W1000028275,2012
https://openalex.org/W1000028279,1988
https://openalex.org/W1000028347,2007
https://openalex.org/W1000028348,2006
https://openalex.org/W1000028376,2004
https://openalex.org/W1000028423,2008
https://openalex.org/W1000028433,2013
https://openalex.org/W1000028512,2013
https://openalex.org/W1000028557,1993
https://openalex.org/W100002856,2011
https://openalex.org/W1000028565,2006
https://openalex.org/W1000028570,2004
https://openalex.org/W1000028618,2009
https://openalex.org/W1000028621,2007
https://openalex.org/W1000028710,1997
https://openalex.org/W1000028715,1995
https://openalex.org/W100002872,2011
https://openalex.org/W1000028747,2012
https://openalex.org/W1000028781,2001
https://openalex.org/W1000028837,2011
https://openalex.org/W1000028869,2000
https://openalex.org/W1000029019,2013
https://openalex.org/W1000029046,1997
https://openalex.org/W1000029084,1997
https://openalex.org/W1000029174,2013
https://openalex.org/W1000029175,2012
https://openalex.org/W1000029240,2012
https://openalex.org/W1000029267,2013
https://openalex.org/W1000029275,2012
https://openalex.org/W100002928,1999
https://openalex.org/W1000029282,2009
https://openalex.org/W1000029297,2012
https://openalex.org/W1000029353,2004
https://openalex.org/W100002937,2012
https://openalex.org/W100002941,2007
https://openalex.org/W1000029462,1998
https://openalex.org/W1000029471,2005
https://openalex.org/W1000029484,2011
https://openalex.org/W1000029520,2005
https://openalex.org/W1000029544,2013
https://openalex.org/W1000029548,2012
https://openalex.org/W1000029587,2013
https://openalex.org/W1000029596,1924
https://openalex.org/W1000029599,2013
https://openalex.org/W1000029605,1997
https://openalex.org/W1000029711,2010
https://openalex.org/W1000029718,2008
https://openalex.org/W100002973,2011
https://openalex.org/W1000029739,2003
https://openalex.org/W1000029800,1989
https://openalex.org/W100002985,1981
https://openalex.org/W1000029876,2009
https://openalex.org/W1000029884,1998
https://openalex.org/W1000029901,1995
https://openalex.org/W1000029905,2012
https://openalex.org/W100002993,1987
https://openalex.org/W1000029950,2009
https://openalex.org/W1000029981,2005
https://openalex.org/W1000029991,2009
https://openalex.org/W1000030008,2005
https://openalex.org/W1000030029,2013
https://openalex.org/W100003003,1955
https://openalex.org/W1000030035,1991
https://openalex.org/W1000030125,2014
https://openalex.org/W1000030153,2008
https://openalex.org/W1000030222,1990
https://openalex.org/W1000030349,2001
https://openalex.org/W10000304,2002
https://openalex.org/W1000030412,2013
https://openalex.org/W1000030423,2000
https://openalex.org/W1000030455,1985
https://openalex.org/W1000030475,2015
https://openalex.org/W100003053,2009
https://openalex.org/W1000030603,2013
https://openalex.org/W1000030648,1996
https://openalex.org/W1000030720,1997
https://openalex.org/W1000030748,1980
https://openalex.org/W1000030751,2010
https://openalex.org/W1000030788,2005
https://openalex.org/W1000030832,1999
https://openalex.org/W1000030849,2003
https://openalex.org/W1000030862,2011
https://openalex.org/W1000030894,1996
https://openalex.org/W1000030978,2006
https://openalex.org/W1000031042,2001
https://openalex.org/W1000031082,2011
https://openalex.org/W1000031104,2015
https://openalex.org/W1000031132,2009
https://openalex.org/W1000031138,2011
https://openalex.org/W1000031184,2010
https://openalex.org/W1000031201,2006
https://openalex.org/W1000031237,2006
https://openalex.org/W100003126,1999
https://openalex.org/W1000031281,2010
https://openalex.org/W1000031329,1989
https://openalex.org/W1000031393,1995
https://openalex.org/W1000031447,1974
