id,publication_year
https://openalex.org/W1000012805,2010
https://openalex.org/W1000012829,2015
https://openalex.org/W1000012860,2004
https://openalex.org/W1000012874,2014
https://openalex.org/W100001288,2012
https://openalex.org/W1000012911,1986
https://openalex.org/W1000012940,2006
https://openalex.org/W1000013001,1996
https://openalex.org/W100001303,2004
https://openalex.org/W1000013077,1996
https://openalex.org/W1000013192,2006
https://openalex.org/W1000013241,2014
https://openalex.org/W1000013286,1967
https://openalex.org/W100001334,2009
https://openalex.org/W1000013390,2010
https://openalex.org/W1000013398,1991
https://openalex.org/W1000013417,2014
https://openalex.org/W100001345,1971
https://openalex.org/W1000013453,2008
https://openalex.org/W1000013496,2011
https://openalex.org/W100001351,2008
https://openalex.org/W1000013561,1997
https://openalex.org/W1000013583,2006
https://openalex.org/W1000013727,2001
https://openalex.org/W1000013796,2002
https://openalex.org/W1000013827,2012
https://openalex.org/W1000013832,2003
https://openalex.org/W100001384,2001
https://openalex.org/W1000013859,2011
https://openalex.org/W1000013928,2010
https://openalex.org/W1000013976,1999
https://openalex.org/W1000013986,2004
https://openalex.org/W1000013995,2009
https://openalex.org/W1000014163,2011
https://openalex.org/W1000014183,1965
https://openalex.org/W1000014210,2011
https://openalex.org/W1000014249,2010
https://openalex.org/W10000143,2013
https://openalex.org/W1000014364,2002
https://openalex.org/W1000014399,2007
https://openalex.org/W1000014460,2005
https://openalex.org/W1000014490,2014
https://openalex.org/W1000014594,2015
https://openalex.org/W100001460,2013
https://openalex.org/W1000014622,2005
https://openalex.org/W1000014680,2012
https://openalex.org/W1000014687,2006
https://openalex.org/W1000014712,2002
https://openalex.org/W1000014724,1997
https://openalex.org/W1000014789,2010
https://openalex.org/W100001480,2012
https://openalex.org/W1000014831,2007
https://openalex.org/W1000014832,2013
https://openalex.org/W1000014842,2004
https://openalex.org/W1000014864,1997
https://openalex.org/W1000014894,2011
https://openalex.org/W1000014919,1950
https://openalex.org/W1000014926,1997
https://openalex.org/W1000014964,2008
https://openalex.org/W1000014965,2014
https://openalex.org/W1000015014,2010
https://openalex.org/W100001502,1984
https://openalex.org/W1000015054,2006
https://openalex.org/W1000015099,2008
https://openalex.org/W1000015101,2008
https://openalex.org/W1000015181,2005
https://openalex.org/W1000015190,2001
https://openalex.org/W1000015219,2011
https://openalex.org/W1000015238,1997
https://openalex.org/W100001526,2023
https://openalex.org/W1000015296,2012
https://openalex.org/W1000015331,1994
https://openalex.org/W1000015333,1837
https://openalex.org/W100001534,2003
https://openalex.org/W1000015361,1992
https://openalex.org/W1000015476,1979
https://openalex.org/W1000015521,2005
https://openalex.org/W1000015545,1994
https://openalex.org/W1000015580,2002
https://openalex.org/W1000015681,1996
https://openalex.org/W1000015719,2004
https://openalex.org/W1000015724,2002
https://openalex.org/W1000015726,2005
https://openalex.org/W1000015727,2013
https://openalex.org/W1000015741,2012
https://openalex.org/W1000015768,2011
https://openalex.org/W1000015794,2007
https://openalex.org/W1000015796,2012
https://openalex.org/W1000015805,2010
https://openalex.org/W1000015830,2013
https://openalex.org/W1000015926,1997
https://openalex.org/W1000015943,1998
https://openalex.org/W1000015956,1976
https://openalex.org/W1000015963,2010
https://openalex.org/W1000016051,2005
https://openalex.org/W1000016065,1997
https://openalex.org/W1000016137,2003
https://openalex.org/W1000016147,2008
https://openalex.org/W1000016186,2013
https://openalex.org/W1000016210,2012
