id,publication_year
https://openalex.org/W100000860,2014
https://openalex.org/W1000008611,2011
https://openalex.org/W1000008637,1996
https://openalex.org/W1000008642,2015
https://openalex.org/W1000008727,1997
https://openalex.org/W1000008744,1998
https://openalex.org/W1000008799,2000
https://openalex.org/W1000008834,2014
https://openalex.org/W1000008854,2013
https://openalex.org/W1000008890,1998
https://openalex.org/W1000008907,2007
https://openalex.org/W1000008926,2004
https://openalex.org/W1000008938,2006
https://openalex.org/W1000009085,2011
https://openalex.org/W1000009130,2009
https://openalex.org/W100000914,1973
https://openalex.org/W100000919,2002
https://openalex.org/W1000009215,1993
https://openalex.org/W1000009219,2012
https://openalex.org/W1000009308,2008
https://openalex.org/W1000009384,2013
https://openalex.org/W1000009413,2006
https://openalex.org/W1000009432,1997
https://openalex.org/W1000009475,2008
https://openalex.org/W100000949,2003
https://openalex.org/W1000009507,2012
https://openalex.org/W1000009543,2010
https://openalex.org/W100000956,2000
https://openalex.org/W1000009618,2006
https://openalex.org/W1000009627,1992
https://openalex.org/W1000009675,2007
https://openalex.org/W1000009740,1977
https://openalex.org/W1000009805,2002
https://openalex.org/W1000009855,2007
https://openalex.org/W100000988,2008
https://openalex.org/W1000009887,1997
https://openalex.org/W100000993,2009
https://openalex.org/W1000010036,1999
https://openalex.org/W1000010051,2003
https://openalex.org/W1000010068,2011
https://openalex.org/W1000010129,2013
https://openalex.org/W1000010178,2011
https://openalex.org/W1000010184,2014
https://openalex.org/W1000010212,2004
https://openalex.org/W1000010214,1989
https://openalex.org/W1000010217,2005
https://openalex.org/W1000010447,1999
https://openalex.org/W1000010485,2000
https://openalex.org/W1000010520,2015
https://openalex.org/W1000010535,2012
https://openalex.org/W100001058,2017
https://openalex.org/W1000010614,2003
https://openalex.org/W1000010641,2009
https://openalex.org/W1000010770,1999
https://openalex.org/W1000010775,2006
https://openalex.org/W1000010780,2013
https://openalex.org/W1000010802,1999
https://openalex.org/W100001087,2011
https://openalex.org/W1000010953,2003
https://openalex.org/W1000011007,2012
https://openalex.org/W1000011047,2014
https://openalex.org/W100001107,2014
https://openalex.org/W100001108,1994
https://openalex.org/W100001109,1987
https://openalex.org/W1000011137,2014
https://openalex.org/W1000011309,2010
https://openalex.org/W1000011346,2005
https://openalex.org/W1000011428,2014
https://openalex.org/W1000011520,2012
https://openalex.org/W1000011631,1939
https://openalex.org/W1000011649,2012
https://openalex.org/W1000011653,2007
https://openalex.org/W1000011689,2003
https://openalex.org/W100001177,2010
https://openalex.org/W100001184,1989
https://openalex.org/W1000011906,2002
https://openalex.org/W1000011982,2015
https://openalex.org/W1000012059,1996
https://openalex.org/W1000012094,2003
https://openalex.org/W1000012110,2012
https://openalex.org/W1000012203,1921
https://openalex.org/W1000012285,1988
https://openalex.org/W1000012299,1999
https://openalex.org/W100001231,2012
https://openalex.org/W100001234,2017
https://openalex.org/W1000012380,2015
https://openalex.org/W1000012392,2001
https://openalex.org/W1000012405,2008
https://openalex.org/W1000012407,2011
https://openalex.org/W1000012451,2013
https://openalex.org/W1000012492,2009
https://openalex.org/W100001250,1983
https://openalex.org/W1000012509,2003
https://openalex.org/W100001257,2007
https://openalex.org/W1000012583,1993
https://openalex.org/W1000012589,2011
https://openalex.org/W1000012689,2011
https://openalex.org/W1000012697,1999
https://openalex.org/W1000012751,1949
https://openalex.org/W100001278,1986
