id,publication_year
https://openalex.org/W1000004263,2014
https://openalex.org/W1000004342,1996
https://openalex.org/W1000004386,2003
https://openalex.org/W1000004406,2010
https://openalex.org/W1000004427,2000
https://openalex.org/W100000446,2000
https://openalex.org/W1000004480,1985
https://openalex.org/W1000004518,2007
https://openalex.org/W1000004519,1989
https://openalex.org/W100000453,2008
https://openalex.org/W1000004563,2013
https://openalex.org/W100000460,1998
https://openalex.org/W1000004619,1997
https://openalex.org/W1000004853,2010
https://openalex.org/W1000004864,2012
https://openalex.org/W1000004903,2015
https://openalex.org/W1000004935,2008
https://openalex.org/W100000505,1989
https://openalex.org/W1000005110,2014
https://openalex.org/W1000005185,2012
https://openalex.org/W1000005187,2002
https://openalex.org/W100000521,2011
https://openalex.org/W1000005445,2006
https://openalex.org/W1000005446,1987
https://openalex.org/W1000005512,1991
https://openalex.org/W100000552,1989
https://openalex.org/W1000005528,1997
https://openalex.org/W1000005569,2010
https://openalex.org/W1000005598,2012
https://openalex.org/W1000005626,2011
https://openalex.org/W1000005650,2001
https://openalex.org/W1000005652,2007
https://openalex.org/W1000005687,2009
https://openalex.org/W1000005753,2009
https://openalex.org/W1000005824,2003
https://openalex.org/W1000005861,2013
https://openalex.org/W1000005900,2000
https://openalex.org/W1000005909,1999
https://openalex.org/W1000005930,1989
https://openalex.org/W1000005941,2014
https://openalex.org/W1000005982,1972
https://openalex.org/W1000005998,2008
https://openalex.org/W100000600,1990
https://openalex.org/W100000602,1937
https://openalex.org/W1000006125,1998
https://openalex.org/W100000620,2012
https://openalex.org/W100000625,1980
https://openalex.org/W1000006336,2007
https://openalex.org/W1000006395,1997
https://openalex.org/W1000006495,1997
https://openalex.org/W1000006505,2012
https://openalex.org/W1000006593,2012
https://openalex.org/W1000006621,2007
https://openalex.org/W1000006623,2010
https://openalex.org/W1000006653,2014
https://openalex.org/W1000006654,1996
https://openalex.org/W1000006677,2014
https://openalex.org/W1000006697,1960
https://openalex.org/W1000006715,2002
https://openalex.org/W1000006796,2012
https://openalex.org/W1000006914,2014
https://openalex.org/W100000694,2010
https://openalex.org/W1000006948,1994
https://openalex.org/W100000697,2007
https://openalex.org/W1000007020,2012
https://openalex.org/W1000007105,2005
https://openalex.org/W1000007130,1997
https://openalex.org/W1000007228,2011
https://openalex.org/W1000007243,2012
https://openalex.org/W1000007258,1995
https://openalex.org/W10000073,2008
https://openalex.org/W1000007319,2004
https://openalex.org/W1000007326,2005
https://openalex.org/W1000007331,2004
https://openalex.org/W1000007405,1993
https://openalex.org/W1000007439,2013
https://openalex.org/W1000007447,2005
https://openalex.org/W1000007464,1977
https://openalex.org/W1000007496,1994
https://openalex.org/W1000007612,2012
https://openalex.org/W1000007641,2003
https://openalex.org/W1000007653,2010
https://openalex.org/W1000007695,2003
https://openalex.org/W1000007758,2009
https://openalex.org/W1000007774,1989
https://openalex.org/W1000007777,2012
https://openalex.org/W10000079,2010
https://openalex.org/W1000008036,1997
https://openalex.org/W1000008154,2004
https://openalex.org/W100000816,2009
https://openalex.org/W1000008183,2010
https://openalex.org/W1000008281,1999
https://openalex.org/W100000832,1991
https://openalex.org/W1000008352,2000
https://openalex.org/W1000008382,2004
https://openalex.org/W1000008429,1999
https://openalex.org/W100000846,1996
https://openalex.org/W1000008483,1982
https://openalex.org/W1000008520,2011
https://openalex.org/W1000008524,2008
